"","gar","gar","gar","gar","zebrafish","zebrafish","zebrafish","zebrafish","medaka","medaka","medaka","medaka","stickleback","stickleback","stickleback","stickleback","esox","esox","esox","esox","central_mudminnow","central_mudminnow","central_mudminnow","central_mudminnow","olympic_mudminnow","olympic_mudminnow","olympic_mudminnow","olympic_mudminnow","grayling1","grayling1","grayling1","grayling1","hucho1","hucho1","hucho1","hucho1","salmon1","salmon1","salmon1","salmon1","charr1","charr1","charr1","charr1","rainbow_trout1","rainbow_trout1","rainbow_trout1","rainbow_trout1","coho1","coho1","coho1","coho1","grayling2","grayling2","grayling2","grayling2","hucho2","hucho2","hucho2","hucho2","salmon2","salmon2","salmon2","salmon2","charr2","charr2","charr2","charr2","rainbow_trout2","rainbow_trout2","rainbow_trout2","rainbow_trout2","coho2","coho2","coho2","coho2"
"1",45.8851605559308,41.5061885986155,45.2842959991546,45.0827614333762,40.7399271187784,38.4535782525063,37.1232124804408,37.1189628223945,43.8951795690043,41.611897557559,39.8238855651647,40.0802696237348,41.2482834767289,41.5480387834154,42.6729101416123,39.0791022232565,39.3980992887566,41.4531926365252,38.944380179364,41.2437600612861,35.4687996932496,37.6569770963549,36.2173608036987,37.437748118155,43.1928439611131,45.0915237045608,42.1805786765591,41.2810485879334,40.0190099345318,40.4703327971727,45.873910035299,42.0050089059568,38.2254725289957,38.6960389134494,41.6471767556936,39.0275152360574,43.6233594397849,43.9186901341145,44.8130748977257,44.2206461582588,41.3097813882045,44.6102154016269,45.0508471592537,43.697560130897,44.1239741328083,46.6303054601487,41.4502506052248,45.6054354170151,41.8215004665613,41.1374913130121,46.2912577876176,46.7935467110928,42.4013190628201,40.2786653065112,47.1060849304648,42.4343055163539,41.900152985083,39.4996398549912,44.4957550591556,45.6973703720609,39.9268227848592,43.0227713277807,38.9579556865515,42.6068222178758,38.1348902284904,43.3641823709409,41.1569531453328,41.9618346579968,42.9009839762429,43.2377326700172,43.7819266394182,44.9109045085127,43.0829350722152,48.5850144548069,49.5122985410765,44.6361769296593
"2",55.1186640582977,51.8863506954774,53.3556429579972,53.144600128965,49.8487753969659,49.7925255654609,45.0103699646836,46.780318583685,42.6072495441284,36.8598274343047,38.7305704934802,38.8324397551319,50.1058132584025,48.7726983103743,44.0437952328198,49.3553220571832,39.2176481360355,40.6886265400574,46.690431909028,43.5710163391259,42.4296462728723,44.4646221303955,44.6591580846487,46.212181399494,45.0367365937084,41.3233536154073,42.0256414735946,42.8010031492977,41.0748930374955,41.5325244432085,42.4000420561107,43.7008014918158,44.5824501763686,42.1491786193669,42.9611629742629,41.3203717109618,41.7144457204184,40.7241614675128,41.1336587076835,43.361988117055,45.3666088201096,45.8157994858167,44.8979651364448,44.0737842217908,40.3208123177643,48.7525274303037,46.0572866322977,41.3038854040382,44.9228266090885,44.7862656741893,45.8617346788721,46.1208945336364,42.8189500131572,48.1964716245151,47.8900681750703,45.9602450893214,48.4191237293988,46.4782359295673,47.7719698213162,44.4671709376127,38.43863266291,40.3214004887885,37.8523564014244,39.2872782868958,43.0741702952732,41.9671180263818,41.2989807886735,39.5542233036485,39.2045252715242,40.9072550493516,40.9716364011274,39.371888087402,45.9030925702662,38.6850236984121,39.9578112315339,41.7836815149677
"3",57.3788843250213,56.1842797043819,56.4017701012296,55.4912596040061,47.6856931064847,54.0207242362353,48.2489415545997,48.9018928019498,53.1562329427608,51.542791837816,50.1770380829665,51.772661007393,52.0612137948048,48.8629037445516,47.0757886744448,48.6586098050328,52.2693296457697,50.4698834623618,50.7321661448315,47.4196836803945,46.3982315228371,49.2820032887276,47.768172492633,48.5929351199357,52.2640474907986,51.4424571563374,50.3397150059012,48.696504741216,51.3106643113214,53.8687855460486,53.0846405812969,49.9207741681054,57.4262925425733,56.3437738487364,55.8794399740236,54.8723506107809,54.6587296938554,54.2744247386095,57.6006473541636,56.9689399396284,55.0204156333498,57.1577625432091,55.728637201548,57.4711945653957,60.5836479359423,57.724833258894,58.1137364993316,56.533806249032,55.1034163304055,54.5981248238407,57.3041831184192,55.9033402893204,49.5046265807354,51.4433739542842,55.2407379524027,47.7499904503234,47.3134860120575,47.0398174652906,45.4555633390568,46.1427699549697,46.965294422676,49.1497855160574,49.2401395162726,51.7097754996758,44.6588463852924,46.3437469134083,41.3189820912316,42.4417545801956,46.0878379003838,50.0582463323901,47.3364462086908,48.020787834361,47.0208636664892,48.0705397372045,47.3249863873799,45.4501280266633
"4",45.5940986516015,45.502245148334,46.139181705013,46.2449566086998,56.3787423044358,55.914449772098,55.5507878399561,55.1881222080706,52.8704170355823,48.0569341023415,49.7700562923638,50.8989812887672,49.4655028298574,47.3865022507947,51.7790488421746,47.6606364936647,52.8554188303244,56.0214720256287,56.0988808002721,54.0539145625051,47.2329201571284,47.1507917735036,49.7418712273645,47.9911292507288,42.6736351769206,44.7969991257043,44.6051996973789,47.0692236829935,54.8128767020789,53.9972448432717,59.2307148266303,53.9889782425842,57.6323293161395,55.1801867191753,54.304999641573,55.4360295086932,50.4322045187367,50.3618468944593,52.2531856210876,53.4520853238089,51.482547750376,51.3923849003522,51.137041204094,50.8998348687101,52.553786072049,56.0915450382869,54.6103088247208,50.7419031776117,51.0382904533277,47.910536730216,51.6645837765375,51.8597037904731,63.2709383685634,59.9651369907689,60.1342921897642,63.8219648047662,60.7239528875656,58.1287166516903,60.4571839688298,62.970265264341,55.4531347973608,55.440254544221,54.9996320611024,55.8318137940714,59.2456688787657,57.0075039948503,57.6357801815339,56.0561479633467,60.203016742331,57.2778486896949,60.2152678344344,56.5066018715011,55.3491947758213,59.1629163643054,55.1738492208239,56.6493082073853
"5",43.0993891316121,42.8372470105903,40.2667093929927,41.7236822150508,34.3912943889462,37.3257003080737,38.9015941072188,34.3600369762707,48.089108776003,43.7861415497494,46.6233681655169,44.4395533310125,47.0990925531308,42.3715670746547,44.545754407964,45.6178466990014,38.9745205783358,42.0926557188682,41.7619217976638,43.9363351107753,42.8891589902157,42.9532174583835,42.8954212338183,42.3520873087566,38.698346000353,39.008005628376,35.6707762421557,35.0307259043988,42.0423250163782,45.5540449424883,45.0668993231723,45.3431603313989,49.2632331711174,45.6796679877449,47.1278096429677,44.9039129799364,41.4418867619719,41.5335221665881,40.3641825070417,41.6911522139171,43.1000332868793,41.2731186883679,43.1361010522246,40.5197136925786,42.1102627564466,42.4840647133964,47.2194242021625,41.1270120411398,42.3751746099739,42.2990107242871,39.5219538896249,42.7456905915977,46.2700648837546,42.972065533383,42.27279014796,43.7529133900406,42.0989177682253,41.4605749997777,43.7061751543076,45.1336629201313,42.0191888423999,42.3403323927717,46.1171596694542,42.0768479309854,46.7721476520202,46.2341371807375,48.4373070261766,44.7912164631335,43.6190090974832,42.9638394202562,41.265911342766,43.6641946648671,42.2068491499178,41.661781602218,43.0692725122115,43.4548010031168
"6",41.2779139318572,42.2251219082413,43.1039747052488,42.5162416894846,42.7538083689903,42.6073741523348,40.5069628890405,44.3414180256422,49.0893086123151,51.2650139267186,48.4808875741039,46.527631633877,45.516294256042,45.6827110222014,46.3193609022345,44.4984952198997,48.0353729115395,44.8073730466644,47.5090442105443,46.0918119669993,53.3361204033828,49.3438305688608,51.7695019956249,52.3175871920271,46.3084281181957,45.4672025111283,48.0860738792883,50.1058294179881,45.8978240246591,45.3074923244447,42.5047489759802,46.0257615066427,45.3863606902013,42.2702801319353,41.2934997063821,42.2091294172404,41.2891957083629,45.0908425516711,45.6341656729616,43.8117148916431,43.525204431665,44.4272388514734,41.6317606948738,43.3659778447562,41.470902056226,42.9523489482073,43.0764378670673,45.2319860210929,44.4338950304196,44.0039787514599,40.9675114078005,41.3121025348812,46.4724647329131,50.7332443023192,48.1412232024675,45.0792880847844,48.7204439016808,50.5750866626845,52.8221850071663,51.6937911774168,45.2730051869458,43.39443663637,47.4526720963969,42.8058302053966,44.2387534831783,46.584637255066,48.1798219811389,46.3837656819491,43.9530673991572,43.7819050594214,44.5945236629833,42.1229056381153,49.5604820449598,46.5835584123832,43.9518129136599,45.6016124449544
"7",40.8677136576201,39.4982279798811,42.1276906326407,41.6367926945117,49.3109908098288,48.0348462714633,49.4718424641869,52.5358764449107,51.1557077373543,53.8490072461314,50.9080067076283,50.9272528602601,47.8741815890913,43.037097003341,45.3924065001592,47.6638516596232,46.7016444873526,50.0825693264614,45.965300672205,49.9936776831807,44.1567214140921,44.2716310207365,46.0703818149565,46.4981336587602,43.8016532864802,44.9009776292707,44.6303449407642,44.630817290978,37.0962973193306,40.0602186248626,37.3581112426825,42.293193186341,38.3113911794403,38.6568325728471,38.6044920497928,39.3203205147499,33.6079682772303,34.670054017397,38.7094872430128,35.17861968909,36.5334571939162,42.8308213178338,43.424788724427,38.7718358646037,37.184078066175,37.9437253321577,33.9253617107674,35.0753254269358,36.3166479790519,38.2060599302599,36.078746999919,36.7825161555575,41.1544226152897,42.6682999136977,43.3656816999641,43.9576112327877,42.3933336399058,46.2601364700122,41.7955592575896,40.1747190779584,43.6987791094023,44.2900223364846,42.5012616478988,42.6105152843764,41.5849421715297,43.8136689783472,41.6030172738242,45.1402803768453,44.221893200154,43.4321591972008,44.7433501628828,46.1155245322916,41.9316563994772,43.3537422749242,43.2538777249627,45.6622767708201
"8",47.7948915880244,51.5726619173559,45.2728132961846,49.1745940697536,50.1448397141953,51.2899927896443,49.2395040747592,50.8763914881135,40.9618394368846,34.8931097743051,42.2615606627993,38.1143666562108,36.8543131530881,37.9084278343728,36.8627094434202,37.2628487430333,45.6148505498915,46.4166965439714,43.1634912309406,47.3834267616376,45.6278198074801,42.8262396760944,46.5651832570689,45.8735783736488,46.3242808374255,47.0405195579202,48.5762344838063,45.4235523636569,47.4453664803184,47.7195558984551,50.4861796666954,46.7460419415719,47.082272963921,45.9944927866415,47.761772696831,45.250838025575,39.2683960447839,40.4858874589578,40.1465066603687,41.2459750680942,39.0477254808311,38.5553320071169,37.9816460208608,39.4625068071372,38.1545208266866,38.5313088415733,41.3652639693579,39.5219483106397,39.0366365984102,42.2215200848132,43.5644024661835,39.8339545752739,43.2741377686993,42.1099489794308,39.3980781559451,38.4178075922466,47.5733290962099,48.6456017285448,49.6304040962519,49.3312631203819,42.4913663413358,43.2578309442843,44.4356182486627,43.384564141798,48.9193823449071,44.2139624086181,46.1078588890961,46.5238771854797,45.5601263421261,46.4658730641804,46.4635182498197,47.1172491565194,46.7812742614057,46.1966350840587,47.9972541164248,42.7784442535419
"9",60.2894201867744,62.503305967304,63.8659331258865,61.4297156947388,50.1931177368573,45.456038638381,49.7465148311975,49.386906199935,47.4926241943311,49.2856636400856,48.9477005067412,47.7069327065968,44.9299890727878,45.7993115429457,49.0643543526924,45.6993918671146,50.4112841328906,49.8293142339962,48.8897766353254,51.8114751281897,44.1652290971673,42.7136141306901,41.940369423585,39.6826294231546,46.4653319390673,49.7561134618475,50.8474891856277,49.5764833078954,42.4153277349402,44.1405939848598,44.8322766543113,42.5378126051959,44.9048989299434,44.7115062901194,46.7460119524041,48.6266878351322,43.9852907751813,45.2470465529624,48.3683726725846,48.0930895625976,46.3958933875108,41.8108096796155,46.1777861812636,47.4324241921644,43.4300099726082,44.2120342718019,46.3080424563011,45.3451213169208,47.9986565551554,46.512630908398,45.8758918114973,47.4746429899123,43.9035698088687,46.3104389307216,45.9863128441528,46.84482183028,43.6701645322484,42.0414446442524,44.7205743265357,43.1272873292048,40.8007945188333,40.5497589570126,42.871010749597,42.6511987330891,41.4826226159646,42.080599824037,41.596257132987,44.2372637461731,43.6935378702849,43.1005619548571,40.8720178345823,44.1651931871619,45.0601599924651,45.0562298110462,45.6924540377622,44.3440773965975
"10",52.2349532279286,48.3669818094299,52.2500310498178,51.1558949704099,38.8513643465907,36.4410473497569,35.6902718314866,34.5568941297336,36.3492801517412,35.4434324136785,37.6049747526634,37.010876013156,36.4900796251863,36.6793934553783,38.6527390242909,37.4989268338478,47.7265224791909,43.3889925970584,41.3289010172572,44.9254597377921,35.2718598897638,36.0382335780526,36.4280967789139,35.0573255948682,33.1121673739017,34.7630633053689,35.242590701942,35.7169881393339,36.6083980603508,37.7682293426345,36.5647086498947,37.6604901454209,42.2778493792662,43.7121757249819,40.6852011458317,42.8002771382085,39.4453747640513,33.2522924011903,36.8317983884698,35.2473939189897,41.3153774118573,40.1032096216807,38.9082065652814,38.2160762365652,43.5664433186797,40.0974579167277,41.4677574856197,37.7312404417142,41.5347128832813,39.0307656939126,38.3617516454232,41.5873692076472,44.0411467548963,43.2436725440406,48.5445049685677,45.5971285393343,44.1908382254838,47.187890934769,41.488807052357,44.2425550687389,45.5620805661426,40.1959238092482,44.0508980394412,46.3572837838852,48.7052139054245,47.2313658106199,50.1132735606547,49.0365024720214,43.029638594431,43.648453192172,46.8107892543733,46.1357394215459,42.0520952428003,44.1921094035936,49.1031862711659,46.8095554744056
