"","gar","gar","gar","gar","zebrafish","zebrafish","zebrafish","zebrafish","medaka","medaka","medaka","medaka","stickleback","stickleback","stickleback","stickleback","esox","esox","esox","esox","central_mudminnow","central_mudminnow","central_mudminnow","central_mudminnow","olympic_mudminnow","olympic_mudminnow","olympic_mudminnow","olympic_mudminnow","grayling1","grayling1","grayling1","grayling1","hucho1","hucho1","hucho1","hucho1","salmon1","salmon1","salmon1","salmon1","charr1","charr1","charr1","charr1","rainbow_trout1","rainbow_trout1","rainbow_trout1","rainbow_trout1","coho1","coho1","coho1","coho1","grayling2","grayling2","grayling2","grayling2","hucho2","hucho2","hucho2","hucho2","salmon2","salmon2","salmon2","salmon2","charr2","charr2","charr2","charr2","rainbow_trout2","rainbow_trout2","rainbow_trout2","rainbow_trout2","coho2","coho2","coho2","coho2"
"1",45.5068351294997,52.0563718525379,43.1522247266782,51.6837430387699,44.6306984137201,47.152693566445,53.5962018875875,53.3596680555051,58.3211215115746,61.1341697649161,54.1938188087685,52.5299445845725,57.5311695261346,57.2134787901733,56.9471135391576,47.2920334310844,45.0231864876564,44.3681148144474,43.1124176627069,42.7138483459368,42.7879653639417,51.4087822423446,52.829183249074,49.1662758001666,49.2581971861115,42.754612623575,46.0469925707794,51.792129867134,41.9129901238623,47.4859633313828,49.3412191328092,42.7510112733058,39.1504009184156,54.430433603798,44.6404176242019,39.7064529776644,43.2211319471187,51.8008372102166,44.4307744495699,45.4401017474795,50.4859704357288,45.9545408838847,37.3546331013126,43.5398663617105,42.9720701425128,42.855660417082,43.9946368133967,37.8634671514806,41.3323510295227,49.7536508034067,48.4245239929524,44.799517534232,57.0105415999768,51.1438825437688,55.7988885588742,61.1308014352296,62.5654814227061,63.3777528221852,53.3626259601234,54.8585055623734,49.1944275458718,47.05154804854,52.6658619765042,48.5813031588087,50.438709930631,49.1954298208846,45.0535413041738,52.0565894921566,43.4679616546559,35.9193077230376,48.5163885630892,39.5831987230743,40.4720389534595,43.0550361280573,32.2513875769881,38.9994199593535
"2",49.8477087587702,48.7434231119969,38.9148143814079,42.0447596227604,49.6640668755962,48.3121368609214,45.1598688319415,48.4954313885072,50.0658035883872,47.0710014322766,45.051795462013,45.187667301736,56.3014368718994,42.7014830010247,45.5595516907909,42.8075113124754,42.0823841179691,45.4864239953044,42.8932202431374,37.6129908883716,52.6867265145719,51.424306038994,52.1100079856301,59.8420402413679,55.7684389821046,55.5669184924607,56.6483906524931,56.0941473838573,47.4422359902427,49.0383385919739,40.0408756460488,49.851737371382,45.7504692872967,47.8868428742494,49.9594231278393,45.2960114040776,45.8497084500152,49.3000673359713,49.4538239948967,50.1628255974158,58.1297783050384,47.5827977398318,59.3380653420326,45.1605976036638,46.5552150375991,47.8086901707731,46.2900186426283,51.4570729816555,53.283995111884,47.8268052076925,53.2184020435011,49.9024948183853,50.2710825209165,48.0997405862803,50.428734521647,46.256637976675,50.2484423265703,49.141816406114,54.6146886628544,49.3704323790841,52.0141359059563,48.1420929276324,51.7892555765492,51.2167739172751,53.9378152772625,48.4896813284213,59.1030134834124,45.585142152557,49.5129537329845,53.171779370666,47.6003122906905,52.0416951737503,48.6029624044487,47.1549154625636,47.7986448504474,51.9393034197168
"3",46.7012082288258,44.3917881500073,48.4248717545728,43.3685284999109,64.8674017148751,57.4229227796261,53.9940146211073,56.604470661843,50.8273225695887,54.2772488752717,46.7609083308424,53.9424559735617,51.2815111284254,41.0852079666904,51.438025808172,47.4246639441959,41.3395270507028,46.4802541046257,55.3673924224106,52.0841872143684,58.6344175819796,52.2755776284804,65.3414090366925,54.0917563847999,56.7198605779764,49.7546483872525,53.9760804706244,61.0143432139345,58.5984669362609,62.6961151291062,58.8960714187605,59.9052489859682,53.7169887389189,47.857504396359,53.5137256360767,54.1417580093958,60.0394815562793,52.8229750129969,55.919189496638,58.3436292320506,49.9230248606277,52.505597711633,50.8892505073635,54.3798908978682,57.7027442596509,48.67248886624,48.6921201180788,53.7008595276938,49.3851962532105,46.9332793767442,39.9036152957186,49.2738680842155,54.9756382446683,57.7804357033543,57.6872118509148,49.8939346113843,54.1979400749719,51.85876454232,57.1825469852231,55.2221213040563,60.2978114149499,57.3427932578073,37.43476735014,48.1223487849454,48.3720213993996,43.9934982630661,46.2408444818835,42.1323365178318,43.9946604669386,37.2886982606058,41.6357157420598,43.5017797769821,44.2639861574938,40.0171151128221,49.2687957036262,43.1152606207685
"4",47.3291798043061,51.4380949404934,54.0591442251994,48.7194514902824,50.9778050281731,41.5381316720945,39.3638780438152,46.4558278635124,57.2093495724849,53.4533906216558,46.1994935217549,43.2630945938327,56.9825761897821,64.3372846298206,59.6346058319546,60.0031242340303,54.241947763897,53.0034414368844,46.5202676372399,53.9629116098002,46.4719443616532,46.3384512094187,53.6065429308838,58.0049412312672,38.4368299364005,44.5407020902818,44.3703912378532,45.1173502727473,50.2565243341559,39.1215114232907,52.5083771574897,45.1158126883409,44.361403206323,44.7262777666705,42.2744900393699,39.2611293202165,59.0510863817065,48.3714114288288,54.0062079596446,49.9160265447024,53.7771582667815,60.3252365092976,54.627908891935,53.9069148950801,50.3714701153966,53.1506221864032,56.3269348914441,49.814545549592,55.8972849071729,50.3975900358381,52.1539919263077,51.3182671401781,48.2465793724297,51.3065232605104,55.8724148905792,45.245439455012,38.9373802095621,41.873109827925,41.9944839142267,40.0401773223617,44.9361554591569,48.7829400883938,51.8344750648708,53.7648728407909,55.0799545692872,58.1132443758193,58.0945105416423,50.3924151824259,53.884931413086,48.2897224725133,48.1920985712299,48.6262946109324,48.5325723944337,48.9738365613131,61.6968933371941,49.2612383716243
"5",47.6869980324075,50.0559901830725,44.4058564593186,52.3606992943595,40.5362831565414,37.6739411142162,50.3999593464308,51.7450880799974,54.6052152094341,44.3463058093469,54.779777936969,51.9685779981908,47.303839233771,40.6681811379325,48.320427806168,38.9426054497974,49.1697259405318,49.1383596734016,48.6192423571706,54.2179128447787,50.9041873337081,53.2836265256939,44.2246794007834,47.3275434770994,47.0523566002861,50.3261832807761,47.7410060449362,56.6050814397565,59.4611000488592,61.4676853947967,52.2374808984282,56.4019823070979,37.6157056144818,42.9949122345755,48.4152053383151,39.3434538155442,52.2226687693911,47.9615826796949,58.4702322405233,54.9215228178583,46.6350972974656,48.8016255209604,42.1916426647319,44.1427115255598,43.6566184624116,45.9815193350788,50.3534677485717,49.3989568214981,48.6293143936834,41.1194847786237,47.7941557527301,35.4823554182356,44.5612144915138,40.9134249887616,43.6768969255503,44.9523087407467,51.2767869442739,57.2273064165833,56.6637932844523,51.6227879501979,58.2522532064859,45.5533818456615,50.0994201770654,39.3024817495527,38.2468587073807,34.9417362935843,45.3859831752294,34.3200785499354,53.3719263504773,40.3062603570382,42.8509784971465,38.0367885596843,34.8734387101329,35.9051385156739,34.2276931747264,35.0628330225532
"6",47.9703394474425,54.7118703505728,54.136544725445,42.9577485256736,46.0545796449349,48.0744833486334,43.3012492130188,54.2778354592681,52.0318668664343,52.052078195432,48.7993413204213,57.9666699525362,48.5155315511792,53.9366613840362,63.7012842815385,54.1274169728437,55.028307937132,62.296582634561,60.5535879905428,68.6289112274865,47.5908105840064,52.8803662200046,61.712759254089,56.7547382517107,56.3784088222367,54.7642736847981,54.9596012612908,52.2446156578463,40.3063497760712,40.4650238338929,52.3068260784015,47.8009117037717,48.8872540811386,54.2005942104748,45.203741690853,45.704953181087,45.1891002547061,47.9389579799323,48.3697754009452,55.0470197429546,47.3608728200267,53.1281964538104,54.0108695400565,54.00738624611,56.6430913730028,57.9144453817731,44.3610878397741,53.2709930834042,48.789377841025,46.8566311729612,42.8064496491314,45.9305749460802,31.9261603493418,38.1232013246922,39.8775120527376,36.5130908888691,53.6346217849245,55.5752231818525,44.9565545260639,45.0525719988882,46.0677673356727,50.6573629538599,51.6176549997335,43.3583661007579,49.8380270082604,59.9606619118976,55.4740946177202,43.1181910492725,47.4296422673563,46.1372022321918,41.6852474483759,44.9227447848488,40.8992903403587,48.0172269582792,43.8140986960527,45.160109922322
"7",48.3676691414627,42.8386262017566,51.0532131278777,53.2751231347326,39.2298373149103,44.4742765625021,44.6410663435557,51.7648590499401,54.7437900090009,56.5755432519494,53.8433684464687,51.6944407114054,43.2478366705572,38.6008056173102,41.3770479142502,38.2778796063176,51.3967337316756,38.0232190146433,40.5936772947125,44.1412398415034,58.709022009336,49.7339521845418,52.61934289396,50.5396443970805,41.0673908355502,52.0448780134188,56.0969078158886,45.5993234780692,46.4037171372788,46.4344768570741,42.3802454543431,46.6209373434728,35.8766809263302,53.8440332654263,52.6626955091137,50.6872142375883,49.0138984726787,52.7241630456239,44.3063729865898,40.1941766486967,55.9871553783631,55.480306346641,53.8538034839016,54.8032023729403,55.1596866260184,59.4077287590133,51.2377959960693,54.4014092929049,56.9623323677215,44.0091539092451,56.002197880001,50.2871691368712,37.6512682704423,46.5292805219763,42.6773496037848,46.3509751495704,53.8013714202033,50.3865058200598,56.4239838001835,56.4518999000786,51.130368688557,56.5368373964771,55.0412088524868,53.6211653128252,53.4058355104634,61.9524092605317,47.9919950474979,48.3707471768837,51.5858391835564,57.8438329529611,50.919168893068,53.3504809165146,49.0582228038881,49.3365701395627,51.9713114881305,57.4289465051717
"8",45.9651378407969,50.8851179088371,51.2423281687903,49.8709922355237,52.6271667469376,58.4063252021493,55.9831039768342,57.0599894779678,54.4828323004832,43.0100073593398,58.6986670760366,48.761875783183,46.4511675863852,39.8123954859137,38.1646747088629,44.2840358600094,39.3302277314593,40.3401054036776,58.3765349618342,50.8853269871806,69.8856529157088,60.9093340615222,62.7807808474128,64.7184115703817,52.3817347720442,45.6387193350857,48.7538226671887,51.9657247149226,52.7144957426078,44.4546752237948,52.5371699733027,50.9403768185553,48.4450260335521,51.8605520798024,42.5598124770334,48.8464384351266,48.3875223477089,43.3165435288822,42.7386301138482,47.920975338426,59.0134035846539,66.5784778401356,52.7150260212707,68.9635970406391,44.3188880103856,57.1731460496545,40.9353875858254,54.5528624942195,56.0334316011438,46.7071852112143,50.9467954239395,46.7065608150611,49.0729713492641,53.356100994052,46.1870808205411,47.8977252917266,48.8274012539016,40.1564712387354,46.6304537036418,43.7067036841767,51.5475906017243,38.7747889877344,44.4548746381268,38.2941024836042,47.7508874010887,46.6551597101556,42.0436825326477,43.0888918364126,51.941706250822,51.0159501487889,46.5203454117296,50.6764543744235,44.1879409385533,45.9684290549573,42.3504906193065,45.899000912888
"9",52.0173085928355,52.2557339989567,50.2663851507723,44.8541804191918,44.2412227728193,50.2171405826231,52.4872699868059,46.3099320342451,51.543229064846,49.553828342355,58.9990026863198,52.3873833339645,51.8542591809922,60.804288646354,55.0963966427676,59.1234744554569,46.8374883614665,34.3120584462863,45.8985798502084,45.019671988227,40.9410120239297,47.8271215808167,46.1273653973541,41.7038631791322,51.022192743548,53.5731291624647,45.1763225982895,52.484528929446,46.6649837099566,50.7639323409371,50.2388064658552,48.2030100674822,58.0686279611395,56.2119463502488,50.2527310144021,53.2790605801839,54.9255328739121,51.0680188619693,48.7012949029493,49.4527629452719,42.2385129081685,45.249072631518,44.2641214841944,52.2434625921813,66.5072825717542,54.2978244328456,54.3448818765015,57.8777472121761,57.6922783784529,48.2257388382717,55.3549682786726,58.7834513556815,49.6516391123268,43.7611973174305,43.7665621128224,42.762820270724,51.8553896265936,55.2395314075441,56.4853841592832,63.8972784979682,34.4647791072209,53.6392043386154,44.5068270298445,43.913970993658,42.0082304449327,41.8462613221192,43.6874909898286,40.7897906754959,55.0830173690669,52.9961887263244,54.8863415941195,40.8039228402141,42.8054624059893,51.6142138450397,59.5930293102184,49.8525697867147
"10",52.7184685604115,53.4894468901817,66.9822373404474,47.417804530727,48.7934993201222,48.5202424005491,50.6573761317135,48.5657507828396,52.3477463135859,52.0197726109374,54.2582844205395,61.0855713413571,40.5033581325301,44.9594709867104,45.8678870567803,44.4784972059834,57.5636052675477,44.9959579094581,50.2850993169197,48.5598584155756,40.9636097505479,45.4522315535201,38.4491397420749,48.5908987849621,59.3995602606586,60.2160352569433,66.3571909484281,54.8927111980888,52.9221426272144,47.1044545363117,37.5469726019769,41.9867074273386,43.4959523510418,54.1332260024149,51.9041708571628,44.8758686143866,55.9823415178634,39.8639639811083,50.6163334093729,50.6870520204263,43.7890351400162,43.5986978378122,52.742795329444,49.0565219538528,35.8252941686664,45.0211662646803,43.0578297667725,37.4988478631497,47.5972311096503,42.789965560665,36.7116827590534,40.0510090570598,44.2092397642224,55.3253692125666,47.2535983290993,43.0874863974285,51.0478341443507,54.3981598119768,51.7879396808387,58.1333325110077,45.9460953702617,60.6064400275117,56.5344701371709,61.881764463257,42.1686084087712,47.9808227284749,48.4221278171055,45.3248570631617,42.9047076367389,48.4299051185273,42.6929321942024,42.7858791412775,49.9113268910509,46.1414029946059,55.0082245742876,54.3216217155947
"11",43.7332291067548,54.6983378422708,54.5189322182311,41.2076687346102,50.290237935143,44.0575033606072,51.1518369231866,42.9551284063891,57.0329363669999,49.4592076716241,56.6004395934544,47.2226031167025,49.3325637732275,54.6722157221429,40.7589692310428,48.0769907198939,47.7705916922476,53.5971834783221,51.2551580965056,56.5506741825957,50.158854486847,49.6138555365816,54.5620633886263,42.306076936357,56.4537938982109,59.4655235991439,62.6973244449026,56.8265917118618,59.1810093918894,49.6948852611257,56.3688982768378,55.2262629625216,48.5472547884676,47.0503987142688,48.292623796193,48.2041808534901,58.8645029569941,58.0032143646541,56.678013013651,56.6754857519842,51.3870770780062,50.7988279200217,51.7452976029949,52.3301744151954,48.2955457586857,46.8535172852863,42.8112369975173,49.0058809738811,54.3612648920746,45.2881295374556,51.6849089803053,54.8119200847327,45.2459457875874,42.3665630959193,46.1631814733405,46.6008489397508,40.5014153172983,31.4808441198816,42.3049605283212,36.035881234366,44.9251229875437,57.2641581376006,57.7123402637881,50.4417641793336,49.2561225239338,44.1090858421342,47.0093084263171,44.1415507616563,57.1769522688896,54.54544108843,68.7804733825665,63.5497228880492,60.5113868752854,61.8971385774064,46.3360516296789,49.9159877850383
